,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expressed,fdr_hypothesis,fdr,corrected
13819,SLC27A4,10999,NOT,8.270045020359534e-07,117.0,True,True,2.186821180571115e-06,False
13820,DMD,1756,NOT,2.736556694605399e-05,203.0,True,True,5.5741088196330936e-05,False
13821,KLHL41,10324,NOT,3.366814035344517e-09,25.0,True,True,2.0300772237548528e-08,False
13822,PCNP,57092,NOT,0.6675078082538215,593.0,False,False,0.7020515913293617,False
13823,FIGNL1,63979,NORMAL,1.4685612927356851e-09,11.0,True,True,1.1838262404110574e-08,False
13824,CRIP1,1396,NOT,1.4992617020836475e-08,51.0,True,True,6.406071210362357e-08,False
13825,IFT88,8100,NOT,6.860708631977539e-09,30.0,True,True,3.479704686359718e-08,False
13826,CKMT1A,1159,NOT,2.364509566231392e-09,19.0,True,True,1.5674176038621372e-08,False
13827,PAIP2,51247,NOT,1.8763155422279055e-08,55.0,True,True,7.644658252827138e-08,False
13828,SLC25A39,51629,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13829,RSPH1,89765,NOT,2.8863964852459415e-07,106.0,True,True,8.40143206109918e-07,False
13830,S1PR1,1901,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13831,EIF5B,9669,NOT,2.478593406448764e-08,60.0,True,True,9.656675935138113e-08,False
13832,CCNB1IP1,57820,NORMAL,0.14627417055112005,487.0,False,False,0.17540512954814652,False
13833,FSIP1,161835,NOT,0.00043379745309965397,273.0,True,True,0.0007428480374996552,False
13834,ALG10,84920,NOT,8.532308998540055e-10,2.0,True,True,1.093136886055739e-08,False
13835,CAMK2A,815,NOT,1.864398944728653e-09,15.0,True,True,1.3529796104054656e-08,False
13836,STRADA,92335,NORMAL,0.8384153898073147,592.0,False,False,0.8572739203131609,False
13837,PAPD7,11044,NORMAL,2.0265318833812325e-05,196.0,True,True,4.2142787647762284e-05,False
13838,PPP1R3D,5509,NOT,0.00020588357905022652,253.0,True,True,0.0003693674138636061,False
13839,NEK9,91754,NOT,4.6390835888625035e-06,163.0,True,True,1.0736892952518724e-05,False
13840,GRPR,2925,NOT,0.8734489877977527,621.0,False,False,0.8889378616829373,False
13841,PRUNE,58497,NOT,1.1414373046463952e-07,71.0,True,True,3.662394026331069e-07,False
13842,RP11-87C12.2,0,NORMAL,0.00015426127815738354,245.5,True,True,0.00028160874777224986,False
13843,APOC2,344,NOT,6.992792915521651e-08,79.0,True,True,2.374223616659523e-07,False
13844,POLR3E,55718,NOT,4.438832661741851e-05,202.0,True,True,8.766529579466159e-05,False
13845,LRRC70,100130733,NOT,8.53422673646545e-10,2.0,True,True,1.093136886055739e-08,False
13846,KRT4,3851,NORMAL,9.432236374349153e-05,233.0,True,True,0.0001780785610567012,False
13847,ULK3,25989,NOT,0.00010627871066318288,236.0,True,True,0.0001988696627714996,False
13848,FAM20C,56975,NOT,0.5657173945054648,578.0,False,False,0.6053524238240757,False
13849,CPA4,51200,NOT,5.306705212636559e-07,118.0,True,True,1.4599989257572314e-06,False
13850,PKHD1L1,93035,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
13851,PPAPDC1A,196051,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13852,SPDYE2B,729597,NOT,0.037163967421918735,403.0,True,True,0.04889250911687199,False
13853,LYG2,254773,NORMAL,8.63375768911741e-05,193.0,True,True,0.00016427818490968526,False
13854,SLC15A3,51296,NOT,3.1749592482457436e-09,24.0,True,True,1.9449440075689794e-08,False
13855,RRP1B,23076,NOT,4.257180677571756e-09,22.0,True,True,2.4033593531062773e-08,False
13856,UBA7,7318,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13857,C15orf56,644809,NOT,0.04837088619775316,433.0,True,False,0.06256885504052309,True
13858,SYNPO2,171024,NORMAL,3.854195206010719e-06,159.0,True,True,9.032861509135148e-06,False
13859,UHRF1BP1L,23074,NORMAL,3.0381596073788533e-07,107.0,True,True,8.791324492038474e-07,False
13860,MPND,84954,NORMAL,0.0007950443242992001,290.0,True,True,0.0013126627833574195,False
13861,PTPLB,201562,NOT,0.0009234584788592921,265.0,True,True,0.0015103905720786094,False
13862,ZNF446,55663,NORMAL,0.9168144359506847,602.0,False,False,0.9273363918158398,False
13863,SH3GLB2,56904,NORMAL,4.5469166777784214e-06,141.0,True,True,1.0556106115928267e-05,False
13864,HPGD,3248,NOT,8.02968346961793e-09,40.0,True,True,3.910707131030441e-08,False
13865,WSB1,26118,NOT,1.6551652076305667e-09,13.0,True,True,1.259602597436918e-08,False
13866,CASKIN2,57513,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
13867,RB1,5925,NOT,0.019739295713762147,396.0,True,True,0.02702245292457731,False
13868,EPO,2056,NOT,0.006411436166114933,291.0,True,True,0.009375904492477395,False
13869,TEAD4,7004,NOT,0.190849824375403,481.0,False,False,0.22433144415175296,False
13870,DGCR6L,85359,NOT,0.0002683158388853629,260.0,True,True,0.0004731199465902464,False
13871,WDR16,146845,NORMAL,2.741966763304474e-07,105.0,True,True,8.016157697763545e-07,False
13872,HYAL2,8692,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13873,HIP1R,9026,NOT,0.009544603414181752,369.0,True,True,0.013636839300305166,False
13874,TAL2,6887,NOT,0.25749879758305205,457.0,False,False,0.2958230849402955,False
13875,ARFIP2,23647,NOT,0.6616156085812717,568.5,False,False,0.6965754289518203,False
13876,TTI2,80185,NORMAL,0.0007157493843172797,287.0,True,True,0.0011899307683650281,False
13877,REEP5,7905,NORMAL,2.8863964852459415e-07,106.0,True,True,8.40143206109918e-07,False
13878,ATXN7L3B,552889,NOT,0.3840882494738521,525.0,False,False,0.4263396844863327,False
13879,STK19,8859,NOT,0.0030890971157175044,331.0,True,True,0.004700031061654033,False
13880,SHH,6469,NORMAL,1.4171696914869546e-08,50.0,True,True,6.131131084507173e-08,False
13881,TTC33,23548,NOT,0.1489739508366709,488.0,False,False,0.17843201835287317,False
13882,DNAAF2,55172,NORMAL,3.9997516745107394e-05,212.0,True,True,7.948339635457875e-05,False
13883,RAVER2,55225,NOT,0.010378834253614008,372.0,True,True,0.01475916708356783,False
13884,FRZB,2487,NOT,1.8125918393095056e-07,97.0,True,True,5.529317327224388e-07,False
13885,YBX3,8531,NOT,3.6788466701129835e-06,158.0,True,True,8.657141564664458e-06,False
13886,COL23A1,91522,NORMAL,0.35658693993847124,542.0,False,False,0.3982955765832853,False
13887,CYP4F12,66002,NOT,0.030222575230003833,413.0,True,True,0.04027578393105888,False
13888,SPICE1,152185,NOT,2.7687864179239132e-08,62.0,True,True,1.0619623749919096e-07,False
13889,AKTIP,64400,NOT,7.555220876380673e-10,0.0,True,True,1.093136886055739e-08,False
13890,SLFN14,342618,NORMAL,8.257888293508792e-09,40.5,True,True,4.017319635887479e-08,False
13891,TANC2,26115,NOT,0.1489739508366709,488.0,False,False,0.17843201835287317,False
13892,DSG1,1828,NORMAL,1.067954707357515e-08,45.0,True,True,4.917088904477897e-08,False
13893,MANBA,4126,NOT,0.00037472234995798834,269.0,True,True,0.0006484075517895365,False
13894,KCNG1,3755,NOT,2.7898521185566788e-09,15.0,True,True,1.784169859545998e-08,False
13895,CDHR5,53841,NORMAL,0.9384425024843831,629.5,False,False,0.9462211283964636,False
13896,TBC1D2B,23102,NOT,3.569937627340362e-09,26.0,True,True,2.107678486408228e-08,False
13897,GRIA4,2893,NOT,0.03206238267355955,379.0,True,True,0.042561640145779546,False
13898,TMEM223,79064,NOT,1.0036990158048848e-05,180.0,True,True,2.19146871815336e-05,False
13899,MAP3K3,4215,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13900,ABCA5,23461,NORMAL,0.28611306681020277,527.0,False,False,0.32529967284100647,False
13901,MAPK11,5600,NORMAL,0.815170199287161,589.0,False,False,0.8367240162023591,False
13902,ZNF674,641339,NORMAL,0.6535200579282296,591.0,False,False,0.6890599976019389,False
13903,UTRN,7402,NOT,8.029280680234973e-10,1.0,True,True,1.093136886055739e-08,False
13904,RAI2,10742,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13905,CTD-2368P22.1,0,NOT,0.04215212113735125,427.0,True,False,0.054969267958612726,True
13906,GOT2,2806,NOT,4.520376125204209e-09,23.0,True,True,2.519828898447974e-08,False
13907,SAP130,79595,NOT,3.3651326713047556e-07,109.0,True,True,9.624613724634047e-07,False
13908,AIDA,64853,NORMAL,2.0893271788382714e-06,146.0,True,True,5.108722861207521e-06,False
13909,ESRRA,2101,NOT,0.19749798457994228,504.0,False,False,0.2315424284776724,False
13910,KAT2B,8850,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13911,DISP2,85455,NORMAL,0.03329167897540818,417.0,True,True,0.044086911023394126,False
13912,RPL36A-HNRNPH2,0,NOT,0.24248135167977392,495.0,False,False,0.2799856527149318,False
13913,TFIP11,24144,NOT,0.004893977232724028,346.0,True,True,0.007255703458230998,False
13914,KIF12,113220,NOT,2.6489035224744964e-06,151.0,True,True,6.371457581557634e-06,False
13915,GOLGA8I,283796,NORMAL,1.9791055568801153e-09,16.0,True,True,1.4011905120944259e-08,False
13916,PRKRIP1,79706,NOT,0.004470641731807893,343.0,True,True,0.0066646820777512385,False
13917,ARG2,384,NOT,3.678834025023841e-05,210.0,True,True,7.355539095172089e-05,False
13918,SMCR8,140775,NOT,0.003676898309708774,320.5,True,True,0.005538269971245887,False
13919,RTEL1-TNFRSF6B,0,NOT,0.7906511428554124,610.0,False,False,0.8149948381661942,False
13920,NIPSNAP1,8508,NOT,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
13921,SMG5,23381,NOT,1.2809585779161873e-05,185.5,True,True,2.7560561964532275e-05,False
13922,LPCAT1,79888,NOT,1.6551652076305667e-09,13.0,True,True,1.259602597436918e-08,False
13923,GTPBP10,85865,NOT,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
13924,ASCC3,10973,NORMAL,3.569937627340362e-09,26.0,True,True,2.107678486408228e-08,False
13925,KANK4,163782,NOT,0.0013286656560382564,305.0,True,True,0.002126234294401193,False
13926,SGSM1,129049,NORMAL,4.123966703815868e-07,113.0,True,True,1.1565182598769338e-06,False
13927,FNBP4,23360,NORMAL,0.6652274140014423,569.0,False,False,0.7001647216764099,False
13928,CMA1,1215,NORMAL,1.6775305690463507e-08,53.0,True,True,6.998150345393796e-08,False
13929,IDH3B,3420,NOT,2.2092930209248887e-05,198.0,True,True,4.5666392519720814e-05,False
13930,DNASE1L1,1774,NOT,0.0005270225434629956,264.0,True,True,0.0008925798468944361,False
13931,RP11-73M18.2,0,NOT,0.8963138410681736,624.0,False,False,0.9095824240411619,False
13932,ELF3,1999,NOT,0.11672770019947837,475.0,False,False,0.14230564720860894,False
13933,NME7,29922,NORMAL,0.5657173945054648,578.0,False,False,0.6053524238240757,False
13934,SPSB2,84727,NORMAL,0.0009134810927946906,294.0,True,True,0.0014944962475640002,False
13935,NCKAP5L,57701,NORMAL,5.339357587716575e-08,74.0,True,True,1.873601509807106e-07,False
13936,PRDX3,10935,NOT,0.4202120225803053,554.0,False,False,0.4623405801805791,False
13937,TPBGL,100507050,NOT,0.9754532564136702,585.0,False,False,0.9787961782380432,False
13938,GAS7,8522,NORMAL,4.01259396517199e-09,28.0,True,True,2.2968045310916545e-08,False
13939,C14orf80,283643,NOT,8.02029719177541e-06,175.0,True,True,1.7820017233173017e-05,False
13940,TMEM132A,54972,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
13941,MPP4,58538,NOT,9.4483934962795e-05,220.0,True,True,0.00017822610848363242,False
13942,SNRNP25,79622,NOT,6.084432507597692e-08,68.0,True,True,2.1068064054670304e-07,False
13943,ZDHHC3,51304,NOT,1.369371305103974e-06,127.0,True,True,3.4680969499591193e-06,False
13944,LZTR1,8216,NOT,0.028083291139889135,410.0,True,True,0.037619328042926864,False
13945,OR52N4,390072,NOT,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
13946,UBL4A,8266,NORMAL,3.1004179851351556e-08,56.0,True,True,1.1681509420547397e-07,False
13947,HIST1H3E,8350,NOT,0.0001802814114632041,236.0,True,True,0.0003260769953959639,False
13948,CNNM1,26507,NOT,5.949378648206278e-08,76.0,True,True,2.0612819123097364e-07,False
13949,CYB5D2,124936,NORMAL,1.8763155422279055e-08,55.0,True,True,7.644658252827138e-08,False
13950,PLD3,23646,NOT,0.0010480936344468646,298.0,True,True,0.0017013547768342026,False
13951,AC011997.1,0,NOT,0.0017910666913806062,314.0,True,True,0.002817060186310134,False
13952,CLIP3,25999,NORMAL,0.6122971700099231,585.0,False,False,0.6503586824841012,False
13953,AC112715.2,0,NOT,0.9549927199829324,512.5,False,False,0.9612246831967114,False
13954,TMEM9,252839,NOT,0.9642963560753534,608.0,False,False,0.9691209233347914,False
13955,MARCH6,10299,NORMAL,2.8863964852459415e-07,106.0,True,True,8.40143206109918e-07,False
13956,ZNF850,342892,NOT,0.00011031007942169904,211.0,True,True,0.00020630146389627056,False
13957,LAMTOR1,55004,NORMAL,8.53065594451054e-06,165.0,True,True,1.8876275322328626e-05,False
13958,FBXO39,162517,NOT,0.9039556033614752,625.0,False,False,0.9158846362504096,False
13959,KPNA3,3839,NOT,0.0005013628223065848,277.0,True,True,0.0008521099856083217,False
13960,TXNDC2,84203,NOT,0.7906511428554124,610.0,False,False,0.8149948381661942,False
13961,RAB9A,9367,NORMAL,0.26902944110197013,523.0,False,False,0.30786192335960083,False
13962,RND1,27289,NORMAL,1.067954707357515e-08,45.0,True,True,4.917088904477897e-08,False
13963,APOPT1,84334,NORMAL,2.9792973835036017e-05,205.0,True,True,6.036519153181412e-05,False
13964,SUMO1,7341,NOT,4.8227662279026234e-05,216.5,True,True,9.479268015362138e-05,False
13965,KIAA0195,9772,NOT,0.002010783260025066,302.0,True,True,0.003141564693581714,False
13966,LYVE1,10894,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13967,GRIN2C,2905,NOT,0.0168844503145774,390.0,True,True,0.02334728481267554,False
13968,ME3,10873,NOT,1.8125918393095056e-07,97.0,True,True,5.529317327224388e-07,False
13969,ARL2,402,NOT,2.736556694605399e-05,203.0,True,True,5.5741088196330936e-05,False
13970,ACRC,93953,NOT,9.449336773381125e-05,220.0,True,True,0.00017822610848363242,False
13971,TOR4A,54863,NORMAL,8.663083653807441e-08,83.0,True,True,2.8664005002781757e-07,False
13972,ZNF443,10224,NOT,0.8384163753221912,592.0,False,False,0.8572739203131609,False
13973,ATXN7,6314,NORMAL,9.530799618618074e-09,43.0,True,True,4.476469913312322e-08,False
13974,EPRS,2058,NOT,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
13975,EIF4G1,1981,NORMAL,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
13976,NR0B2,8431,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13977,PSMC4,5704,NOT,1.5591448621045152e-09,12.0,True,True,1.2209531955056891e-08,False
13978,HTRA4,203100,NORMAL,0.0011220770031458965,300.0,True,True,0.0018134418775699655,False
13979,RASSF4,83937,NOT,2.6223561767083026e-05,202.0,True,True,5.3610891068208196e-05,False
13980,MARCO,8685,NORMAL,8.53422673646545e-10,2.0,True,True,1.093136886055739e-08,False
13981,TMPRSS13,84000,NORMAL,2.2309759044101416e-07,101.0,True,True,6.66207584246935e-07,False
13982,PKN3,29941,NORMAL,1.422594945451938e-06,138.0,True,True,3.591309028595971e-06,False
13983,FOXD4L3,286380,NORMAL,0.27698946882015574,441.0,False,False,0.31634226324660786,False
13984,GPD1L,23171,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
13985,JOSD1,9929,NOT,0.01644711073792131,389.0,True,True,0.022780936337202583,False
13986,PCMTD1,115294,NORMAL,8.02500876772779e-08,73.0,True,True,2.687187952364752e-07,False
13987,POP5,51367,NOT,0.002638429681386069,326.0,True,True,0.004055781522152015,False
13988,DBT,1629,NOT,0.04775705457688975,413.5,True,False,0.061881421978380625,True
13989,KLHL6,89857,NOT,5.6363761403217416e-08,75.0,True,True,1.9630725367753647e-07,False
13990,HS3ST6,64711,NORMAL,0.5335234365917243,573.0,False,False,0.5738150521181694,False
13991,LOX,4015,NOT,0.010970442036925864,374.0,True,True,0.015555641975531009,False
13992,FBXO21,23014,NORMAL,0.00011994931551394525,213.0,True,True,0.0002225927163547746,False
13993,MAP3K1,4214,NORMAL,0.1941616029918274,503.0,False,False,0.22798679252880766,False
13994,CDK11B,984,NOT,0.5398874509526412,574.0,False,False,0.5799375522451733,False
13995,CCL22,6367,NORMAL,0.05784373708347832,441.0,False,False,0.07402042611296253,False
13996,LRRC37A2,474170,NOT,0.0007413258442797535,288.0,True,True,0.0012300839458200693,False
13997,CD226,10666,NOT,9.002403196420849e-09,42.0,True,True,4.288927612194433e-08,False
13998,UBE2F-SCLY,0,NOT,0.008825703645293052,285.5,True,True,0.012678921453009353,False
13999,CD44,960,NOT,0.06646482620734323,428.0,False,False,0.08430720851250857,False
14000,USP25,29761,NORMAL,3.0072477525930515e-08,63.5,True,True,1.1407598797989671e-07,False
14001,C4orf33,132321,NORMAL,7.582444917112655e-09,39.0,True,True,3.752126495076514e-08,False
14002,MFSD6,54842,NORMAL,0.000759410883194299,274.0,True,True,0.0012594618119749438,False
14003,PAN3,255967,NOT,0.0006214235970632035,283.0,True,True,0.0010415341650593616,False
14004,NCR3LG1,374383,NOT,0.8582630586832802,619.0,False,False,0.8755976105092816,False
14005,NDUFB9,4715,NOT,1.2298152190805743e-06,135.0,True,True,3.1371910675748555e-06,False
14006,RNF20,56254,NORMAL,0.16597741534373123,494.0,False,False,0.19725232870548684,False
14007,C1orf192,257177,NOT,2.3493381424195532e-07,102.0,True,True,6.975733312185937e-07,False
14008,KIAA1009,22832,NORMAL,0.0013286656560382564,305.0,True,True,0.002126234294401193,False
14009,TTLL12,23170,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
14010,FLOT2,2319,NOT,0.050607988130155566,435.0,False,False,0.06530611749820255,False
14011,LIMCH1,22998,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
14012,SFXN3,81855,NOT,2.6610826344429773e-09,21.0,True,True,1.709564987355985e-08,False
14013,SEC14L5,9717,NORMAL,0.22203311073335785,511.0,False,False,0.2578569403642862,False
14014,UHRF1BP1,54887,NOT,0.27323322826893637,524.0,False,False,0.31227945870631,False
14015,CLP1,10978,NOT,0.0030890971157175044,331.0,True,True,0.004700031061654033,False
14016,COMMD10,51397,NOT,5.086836313927119e-06,165.0,True,True,1.1701078205471503e-05,False
14017,PEX7,5191,NOT,0.28611306681020277,527.0,False,False,0.32529967284100647,False
14018,RSPH4A,345895,NOT,1.8763155422279055e-08,55.0,True,True,7.644658252827138e-08,False
14019,FOPNL,123811,NORMAL,0.0006670378894178456,285.0,True,True,0.0011130184042976222,False
14020,OVCH1-AS1,0,NORMAL,4.3495727916959596e-07,78.0,True,True,1.2148564264599466e-06,False
14021,VKORC1,79001,NOT,0.9576577827172162,632.0,False,False,0.9629533292456293,False
14022,ZNF565,147929,NORMAL,0.069465337533249,430.0,False,False,0.08784873395950779,False
14023,GTF2IRD2B,389524,NOT,2.097895116486917e-08,57.0,True,True,8.37364559549711e-08,False
14024,ARL14EPL,644100,NOT,1.1894868218840813e-06,105.0,True,True,3.046461801044849e-06,False
14025,DDX52,11056,NOT,4.413801616963556e-08,70.5,True,True,1.5908287697276326e-07,False
14026,ZNF213,7760,NOT,0.0561470714478469,420.5,False,False,0.07207167924368815,False
14027,KIAA1614,57710,NOT,0.00016994593196152202,248.0,True,True,0.0003081897936841584,False
14028,RSBN1,54665,NORMAL,1.3953192127031753e-07,92.0,True,True,4.3651103584656563e-07,False
14029,MSL1,339287,NOT,0.026400646836725425,407.5,True,True,0.03551126482164851,False
14030,FGD4,121512,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
14031,MAP2K5,5607,NORMAL,0.9499685188719619,631.0,False,False,0.9562791307915123,False
14032,TPX2,22974,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
14033,AXL,558,NOT,1.7742215632018938e-08,54.0,True,True,7.318452126149168e-08,False
14034,TSPAN6,7105,NORMAL,1.8125918393095056e-07,97.0,True,True,5.529317327224388e-07,False
14035,SULT1A4,6818,NOT,1.5591448621045152e-09,12.0,True,True,1.2209531955056891e-08,False
14036,TMEM216,51259,NOT,6.166815818239549e-07,121.0,True,True,1.6666417906772247e-06,False
14037,FANCI,55215,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
14038,NALCN,259232,NORMAL,0.0004337639489806458,273.0,True,True,0.0007428480374996552,False
14039,RHBDD2,57414,NOT,1.1713353361032e-06,134.0,True,True,3.0008628104972235e-06,False
14040,PKDCC,91461,NORMAL,9.63712911922847e-08,85.0,True,True,3.150646749341313e-07,False
14041,C10orf25,220979,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
14042,USP2,9099,NOT,2.0893271788382714e-06,146.0,True,True,5.108722861207521e-06,False
14043,KIF2A,3796,NORMAL,6.403891610776941e-07,112.0,True,True,1.7285504308776822e-06,False
14044,INHBC,3626,NOT,0.0002879306627237545,248.0,True,True,0.0005064203684441575,False
14045,MAMDC4,158056,NORMAL,0.7245797902868737,601.0,False,False,0.7539977035844674,False
14046,FGFR1OP,11116,NOT,1.0089294427154326e-08,44.0,True,True,4.682766287724099e-08,False
14047,TBKBP1,9755,NOT,0.00013091293773367284,228.0,True,True,0.00024148649218891602,False
14048,ARHGEF5,7984,NOT,2.741966763304474e-07,105.0,True,True,8.016157697763545e-07,False
14049,ARL2BP,23568,NOT,0.0005997209612827203,282.0,True,True,0.00100760354076629,False
14050,GLP1R,2740,NORMAL,3.57455015309724e-05,185.0,True,True,7.162783191596663e-05,False
14051,RCVRN,5957,NOT,2.6220723638725286e-05,202.0,True,True,5.3610891068208196e-05,False
14052,ACKR2,1238,NORMAL,0.00085235684944082,292.0,True,True,0.0014004626758693328,False
14053,SLC26A8,116369,NORMAL,0.00011593005117418981,225.0,True,True,0.00021571430784512376,False
14054,WDR13,64743,NOT,1.1299671677369374e-07,88.0,True,True,3.6269384657479735e-07,False
14055,NMB,4828,NORMAL,0.0011220770031458965,300.0,True,True,0.0018134418775699655,False
14056,SMIM15,643155,NOT,0.013439608424081387,364.0,True,True,0.01883420422860436,False
14057,SSBP1,6742,NORMAL,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
14058,PTPN12,5782,NOT,7.117476845502777e-05,226.0,True,True,0.00013667675912189912,False
14059,HS3ST3B1,9953,NOT,0.4690656630859116,562.5,False,False,0.51107595899143,False
14060,EP300,2033,NOT,0.7610682552125038,606.0,False,False,0.78816942082585,False
14061,PAG1,55824,NOT,1.1303305284550294e-08,46.0,True,True,5.1466683919506153e-08,False
14062,ARTN,9048,NORMAL,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
14063,PPP5D1,100506012,NORMAL,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
14064,RAD9B,144715,NORMAL,0.843128495185443,617.0,False,False,0.8613791668638375,False
14065,TMEM213,155006,NORMAL,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
14066,LRRC3,81543,NOT,0.0038382636477843515,338.0,True,True,0.005764736960135165,False
14067,CHD7,55636,NOT,0.294924012810716,529.0,False,False,0.33432720790767895,False
14068,LPP,4026,NOT,0.7537249310173678,605.0,False,False,0.7813140224017419,False
14069,CACNA1F,778,NORMAL,0.00024887069031871527,258.0,True,True,0.00044153652821770636,False
14070,ARSF,416,NORMAL,0.034107375968979926,399.5,True,True,0.04509106297268908,False
14071,IDS,3423,NOT,1.7204942335517304e-07,96.0,True,True,5.272580784922148e-07,False
14072,SMARCB1,6598,NORMAL,1.2265120486349766e-09,8.0,True,True,1.1075794898154324e-08,False
14073,PEX6,5190,NORMAL,0.05117925986719425,435.5,False,False,0.06601864652074228,False
14074,TWF2,11344,NOT,3.1749592482457436e-09,24.0,True,True,1.9449440075689794e-08,False
14075,MEPE,56955,NORMAL,0.49153212007089964,499.0,False,False,0.5331335075170962,False
14076,PON3,5446,NOT,1.1913151364582724e-07,89.0,True,True,3.797042247659899e-07,False
14077,DSE,29940,NOT,0.13584822858890458,483.0,False,False,0.16397276054173607,False
14078,MYO7A,4647,NORMAL,0.002620602689098064,310.0,True,True,0.004033043336674303,False
14079,C7orf49,78996,NOT,0.002010783260025066,302.0,True,True,0.003141564693581714,False
14080,UBE2W,55284,NORMAL,0.004538574037999699,343.5,True,True,0.006760119547029212,False
14081,CELSR3,1951,NORMAL,3.784971871143241e-09,27.0,True,True,2.203754266059976e-08,False
14082,FUT4,2526,NOT,0.02757179663855687,391.0,True,True,0.03698577317371253,False
14083,AP003068.6,0,NOT,0.006676023280167697,356.5,True,True,0.009747975840156959,False
14084,CD200,4345,NORMAL,0.0015958791129073138,310.5,True,True,0.002528480352468745,False
14085,CTNNBIP1,56998,NOT,0.00013628715622957037,229.0,True,True,0.00025094165541332227,False
14086,KIRREL2,84063,NOT,5.578837643399114e-07,119.0,True,True,1.5278016607227723e-06,False
14087,FRS3,10817,NOT,0.07811604935246409,455.0,False,False,0.09798538720329779,False
14088,COMMD2,51122,NOT,2.6045288894507434e-07,104.0,True,True,7.664946603962793e-07,False
14089,FKBP2,2286,NOT,0.34168156769403624,539.0,False,False,0.38276046183220774,False
14090,HPR,3250,NOT,9.25927843665427e-09,42.5,True,True,4.402808560231283e-08,False
14091,ZFAND3,60685,NOT,0.9168149485280885,602.0,False,False,0.9273363918158398,False
14092,KIAA1598,57698,NOT,3.645953287354106e-08,67.0,True,True,1.3403669512458434e-07,False
14093,FRMD1,79981,NOT,0.016771227376063756,338.0,True,True,0.02321498020204338,False
14094,PLXNB1,5364,NORMAL,0.5988140377150218,583.0,False,False,0.6372150595727398,False
14095,FAM203A,51236,NORMAL,1.255880239833224e-07,90.0,True,True,3.97568831649605e-07,False
14096,CLPP,8192,NOT,0.0009786462689256885,296.0,True,True,0.0015938638913633703,False
14097,FAM76A,199870,NORMAL,1.6295771428680093e-07,86.0,True,True,5.028313836229208e-07,False
14098,TMEM18,129787,NOT,0.27605301858732667,503.0,False,False,0.3153144602020675,False
14099,SETBP1,26040,NOT,0.019150523176083956,377.0,True,True,0.02629144781585078,False
14100,S100A14,57402,NOT,0.0009455437739258553,295.0,True,True,0.0015432982515654905,False
14101,EPGN,255324,NORMAL,0.3177393038865479,534.0,False,False,0.35807596546676984,False
14102,ALG14,199857,NOT,0.01720127436680732,373.0,True,True,0.023772161174927718,False
14103,MGAT5,4249,NOT,0.21188992543607288,487.0,False,False,0.24710716680673456,False
14104,RBBP8,5932,NOT,6.023629494981426e-09,35.0,True,True,3.1380639181484964e-08,False
14105,EAF1,85403,NOT,3.19761362271102e-07,108.0,True,True,9.185030816816241e-07,False
14106,ABHD8,79575,NOT,0.01479114239356432,385.0,True,True,0.020621175437722832,False
14107,TMED3,23423,NORMAL,1.255880239833224e-07,90.0,True,True,3.97568831649605e-07,False
14108,NEGR1,257194,NOT,8.53422673646545e-10,2.0,True,True,1.093136886055739e-08,False
14109,CCDC19,25790,NORMAL,3.7259501078061126e-07,111.0,True,True,1.0532775014293993e-06,False
14110,ADRA1A,148,NOT,9.525158958117773e-09,43.0,True,True,4.476469913312322e-08,False
14111,SLC45A3,85414,NOT,7.717175285145015e-05,228.0,True,True,0.00014761842880177184,False
14112,NECAB3,63941,NOT,1.7204942335517304e-07,96.0,True,True,5.272580784922148e-07,False
