,Hugo_Symbol,Entrez_Gene_Id,FC,log2FC,ABS,segnificant,expressed,segnificance (-log10)
9597,KCNK10,54207,10.025191405285254,3.325557876387481,3.325557876387481,1.0,over expressed,4.063700968050944
9598,AC011897.1,0,3.482535933723269,1.8001382390108507,1.8001382390108507,1.0,over expressed,7.249000032202974
9599,EEF1G,1937,1.3259078606303074,0.4069805238439098,0.4069805238439098,0.0,not expressed,4.4342898054394055
9600,ZNF354C,30832,0.8563195879317269,-0.22377876803231497,0.22377876803231497,0.0,not expressed,1.1254743274359942
9601,KLF14,136259,1.833971291866029,0.874971055832273,0.874971055832273,1.0,over expressed,0.15750202737694882
9602,MADD,8567,0.823662696358172,-0.27987444427321384,0.27987444427321384,0.0,not expressed,3.675543318163167
9603,DAP3,7818,1.7581880955955054,0.8140894220550837,0.8140894220550837,1.0,over expressed,9.121654631913783
9604,FGA,2243,1.498329801328519,0.5833552141652831,0.5833552141652831,0.0,not expressed,6.40670431819741
9605,EIF3CL,8663,1.1078717073863737,0.1477908255805299,0.1477908255805299,0.0,not expressed,1.2957924638575968
9606,NUP62,23636,1.849912520975592,0.8874570499098768,0.8874570499098768,1.0,over expressed,8.807113532091542
9607,TKTL1,8277,9.250849288587558,3.2095858205682126,3.2095858205682126,1.0,over expressed,3.284185912683805
9608,THY1,7070,1.8721743596179938,0.9047148024652577,0.9047148024652577,1.0,over expressed,2.49700026057696
9609,HOXB4,3214,0.9470682413362513,-0.07845971154815641,0.07845971154815641,0.0,not expressed,1.3651301284652622
9610,AC007040.11,0,2.3702497285559163,1.2450390688994548,1.2450390688994548,1.0,over expressed,2.90412023974468
9611,WDR45,11152,0.8904037877809492,-0.16746836496448889,0.16746836496448889,0.0,not expressed,2.9954544002905332
9612,ZBTB16,7704,0.0718122787322081,-3.7996256472370407,3.7996256472370407,1.0,under expressed,9.121654631913783
9613,SFT2D2,375035,1.1798577605284293,0.23861294386733495,0.23861294386733495,0.0,not expressed,2.2056427133569594
9614,EDC4,23644,0.994659351490711,-0.007725575322592073,0.007725575322592073,0.0,not expressed,0.33151137270430403
9615,CCBL1,883,1.32242963580955,0.40319096107709734,0.40319096107709734,0.0,not expressed,2.345628642614062
9616,AL354808.2,0,0.6714998811504633,-0.5745409505788776,0.5745409505788776,0.0,not expressed,1.242775824276852
9617,CBWD2,55871,1.328248162563486,0.40952471705538007,0.40952471705538007,0.0,not expressed,5.867960133237655
9618,ECEL1,9427,15.050179951619565,3.911708831955865,3.911708831955865,1.0,over expressed,3.9563535092276885
9619,CUL7,9820,1.426556342628691,0.5125367280803612,0.5125367280803612,0.0,not expressed,4.41608657297512
9620,TRIB3,57761,3.1314994560929255,1.646853628362416,1.646853628362416,1.0,over expressed,6.901051772748015
9621,TP53I3,9540,0.8403813530242246,-0.25088394405909714,0.25088394405909714,0.0,not expressed,3.2375273834199048
9622,ACP5,54,0.2589789117903874,-1.9490934683812358,1.9490934683812358,1.0,under expressed,8.781158651325446
9623,TRAF3IP3,80342,0.7923014064375191,-0.335878731688547,0.335878731688547,0.0,not expressed,1.0802019479385048
9624,RPS6KA4,8986,1.4052056570808547,0.4907812896903334,0.4907812896903334,0.0,not expressed,4.174166868315057
9625,CYC1,1537,2.0377534370213906,1.0269794996362318,1.0269794996362318,1.0,over expressed,8.498261844663528
9626,DNM1,1759,2.571251671294866,1.3624708264917869,1.3624708264917869,1.0,over expressed,6.037698190203071
9627,SENP8,123228,0.8953539973373738,-0.15946989940464454,0.15946989940464454,0.0,not expressed,1.0922965201868233
9628,AP3B2,8120,6.685860662024114,2.7411132885028,2.7411132885028,1.0,over expressed,7.848578144343887
9629,CFTR,1080,0.11626676005200595,-3.1044893967220757,3.1044893967220757,1.0,under expressed,9.121654631913783
9630,CHRFAM7A,89832,0.9293093815399475,-0.10576912270582675,0.10576912270582675,0.0,not expressed,1.6712562437574
9631,PPM1F,9647,0.5649081740295634,-0.8239117187554049,0.8239117187554049,1.0,under expressed,7.996139204140476
9632,AKNAD1,254268,0.5098889659958362,-0.9717449765234151,0.9717449765234151,1.0,under expressed,3.913600519347801
9633,GRM7,2917,0.9003455374209675,-0.1514493051644886,0.1514493051644886,0.0,not expressed,0.3975847114476434
9634,KIAA0408,9729,0.050710939125543295,-4.301559197578451,4.301559197578451,1.0,under expressed,9.121654631913783
9635,RP11-438J1.1,0,0.5155278678072367,-0.9558776776516693,0.9558776776516693,1.0,under expressed,2.8142343126357443
9636,TUBD1,51174,1.4877035249004094,0.5730870494484797,0.5730870494484797,0.0,not expressed,5.017801383586201
9637,RNF125,54941,0.2999473307027466,-1.737218902182631,1.737218902182631,1.0,under expressed,9.068835823031932
9638,ZNF800,168850,0.7537821139882027,-0.40778053226326044,0.40778053226326044,0.0,not expressed,6.016344108991798
9639,TMEM132C,92293,0.09994885500032413,-3.322666150016588,3.322666150016588,1.0,under expressed,7.485879499197047
9640,C5,727,0.25874372820505265,-1.9504042019261423,1.9504042019261423,1.0,under expressed,8.93748063817109
9641,PSMD12,5718,1.9035672862225594,0.9287055663719044,0.9287055663719044,1.0,over expressed,8.807113532091542
9642,KLHDC10,23008,0.8939989015496319,-0.16165503610726178,0.16165503610726178,0.0,not expressed,1.5816830388216976
9643,SLC18B1,116843,1.1947411566450215,0.2566980889389804,0.2566980889389804,0.0,not expressed,0.36508685232217586
9644,RIMS1,22999,0.5083288679728816,-0.9761659311899102,0.9761659311899102,1.0,under expressed,5.5769919859622314
9645,DST,667,0.8500524874116482,-0.23437617011862724,0.23437617011862724,0.0,not expressed,1.2762888382518378
9646,TMEM134,80194,1.4881004344972166,0.5734718997398319,0.5734718997398319,0.0,not expressed,4.998396501705256
9647,KIAA0947,23379,1.65123354062075,0.7235441808615544,0.7235441808615544,1.0,over expressed,6.328204165852259
9648,DOCK1,1793,0.8417340520299066,-0.2485636126928627,0.2485636126928627,0.0,not expressed,2.1990622424803115
9649,RPL17-C18orf32,6139,1.1601313597922869,0.2142881686213168,0.2142881686213168,0.0,not expressed,0.9665965318755491
9650,MED8,112950,1.2206697839840097,0.2876729747389402,0.2876729747389402,0.0,not expressed,3.2998150183759876
9651,MKRN3,7681,17.966940408507053,4.167272848015252,4.167272848015252,1.0,over expressed,4.735484390767803
9652,SMIM10,644538,0.3355725956248904,-1.5753031912978739,1.5753031912978739,1.0,under expressed,8.095301574286417
9653,CHRNA3,1136,1.3126389976507435,0.3924702003816147,0.3924702003816147,0.0,not expressed,0.013587191948594049
9654,MEDAG,84935,0.42521777242097186,-1.233726197811938,1.233726197811938,1.0,under expressed,2.00807487957504
9655,SCUBE3,222663,4.486772949151698,2.165678179017408,2.165678179017408,1.0,over expressed,5.213988259556991
9656,PGLS,25796,1.0962890559497678,0.13262824045459992,0.13262824045459992,0.0,not expressed,0.7818733039030323
9657,ATG2B,55102,0.7544355659766142,-0.4065304050241332,0.4065304050241332,0.0,not expressed,4.618450033491025
9658,NDUFA11,126328,1.0888799925989474,0.12284496082917643,0.12284496082917643,0.0,not expressed,1.7610866328611652
9659,KCNJ1,3758,0.953416978109984,-0.06882077825155505,0.06882077825155505,0.0,not expressed,2.927917545630617
9660,CCL8,6355,0.7710150843635796,-0.3751690091651469,0.3751690091651469,0.0,not expressed,2.00807487957504
9661,KRCC1,51315,0.7886160074685497,-0.3426051000628475,0.3426051000628475,0.0,not expressed,2.456055784681371
9662,ARHGAP15,55843,0.2859594639170221,-1.8061174421168613,1.8061174421168613,1.0,under expressed,9.121654631913783
9663,COQ4,51117,0.96203688035555,-0.055835893110153814,0.055835893110153814,0.0,not expressed,0.5182369315888933
9664,TAOK3,51347,0.4881165190541968,-1.0347025180086653,1.0347025180086653,1.0,under expressed,9.121654631913783
9665,CEP95,90799,1.370878753016213,0.45510097800445737,0.45510097800445737,0.0,not expressed,3.887937388338629
9666,RP5-1021I20.4,0,0.796914636304643,-0.3275029006285856,0.3275029006285856,0.0,not expressed,1.3351941139632535
9667,DNASE1,1773,1.310710073785477,0.3903485998470227,0.3903485998470227,0.0,not expressed,1.6272476075105236
9668,SFN,2810,5.831309671122735,2.5438199389727383,2.5438199389727383,1.0,over expressed,7.533727505250683
9669,PRPF3,9129,1.6831615883588287,0.7511736861945185,0.7511736861945185,1.0,over expressed,2.9647696627056366
9670,FAM27E1,0,2.228059911069506,1.1557880263228242,1.1557880263228242,1.0,over expressed,2.3287496458345713
9671,TRMT44,152992,0.9955594716436038,-0.006420594227819526,0.006420594227819526,0.0,not expressed,0.3733802431327662
9672,LEKR1,389170,0.9674180851607629,-0.0477885867419314,0.0477885867419314,0.0,not expressed,0.03295235280516142
9673,KLK7,5650,2.4309807099260228,1.2815384454832683,1.2815384454832683,1.0,over expressed,1.0182957941913842
9674,PLEKHH1,57475,1.9627765518723297,0.9728959415994933,0.9728959415994933,1.0,over expressed,3.2530421045941345
9675,GOLGA4,2803,0.7131211559402583,-0.487780890272544,0.487780890272544,0.0,not expressed,5.952516456800908
9676,CDR2,1039,0.8370645862669976,-0.256589152288222,0.256589152288222,0.0,not expressed,2.551147276931639
9677,LDHA,3939,2.6286211126087133,1.3943062080064774,1.3943062080064774,1.0,over expressed,9.016175158728634
9678,INSC,387755,0.2275423564533013,-2.135792970423177,2.135792970423177,1.0,under expressed,7.4381888999087735
9679,ORMDL2,29095,1.0479610881664294,0.06758514917351267,0.06758514917351267,0.0,not expressed,0.1402663746324999
9680,RAB33A,9363,0.8524607514552833,-0.23029468301955347,0.23029468301955347,0.0,not expressed,0.4979290602585689
9681,CTD-2207O23.12,0,0.8120170092636568,-0.3004181471280009,0.3004181471280009,0.0,not expressed,0.8750603265530243
9682,SH2D6,284948,1.5285924799163373,0.6122038379825752,0.6122038379825752,1.0,over expressed,0.772247152023086
9683,KLHDC7B,113730,4.891684734479495,2.2903314262161834,2.2903314262161834,1.0,over expressed,3.2942613854168528
9684,AQP10,89872,1.1898899820675617,0.2508281872617133,0.2508281872617133,0.0,not expressed,0.7417712030124103
