,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expression,fdr,fdr_hypothesis
12123,HYAL1,3373.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12124,NECAB1,64168.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12125,ADARB1,104.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12126,PROM2,150696.0,NOT,1.8648014196095014e-09,15.0,expressed,1.3529796104054656e-08,True
12127,MAPK14,1432.0,ND,0.15312170014771095,429.0,not,0.1831713434008522,False
12128,MSH5,4439.0,NOT,3.0381596073788533e-07,107.0,expressed,8.791324492038474e-07,True
12129,CHEK1,1111.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12130,C2orf47,79568.0,ND,6.166815818239549e-07,121.0,expressed,1.6666417906772247e-06,True
12131,SRSF3,6428.0,NOT,0.04947750619883856,434.0,expressed,0.06394933564439131,False
12132,PARP4,143.0,ND,1.1303305284550294e-08,46.0,expressed,5.1466683919506153e-08,True
12133,IRF5,3663.0,NOT,0.01688572946162479,390.0,expressed,0.02334728481267554,True
12134,CCNF,899.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12135,CARF,79800.0,NOT,0.0011608525691443336,301.0,expressed,0.001871556521882255,True
12136,BMP5,653.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12137,SPG20,23111.0,NOT,8.20566030631299e-09,26.0,expressed,3.9930361068044195e-08,True
12138,NLRX1,79671.0,NOT,0.0978155582114959,466.0,not,0.12074053362655174,False
12139,F5,2153.0,ND,0.15730162470388975,491.0,not,0.18759997009041735,False
12140,STAC2,342667.0,NOT,0.27748171276573774,525.0,not,0.31650687276514494,False
12141,ARNT2,9915.0,NOT,0.0017911773711392484,314.0,expressed,0.002817060186310134,True
12142,CEBPE,1053.0,ND,4.0375392997249546e-06,160.0,expressed,9.431844679208734e-06,True
12143,MNAT1,4331.0,NOT,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
12144,CLEC1B,51266.0,NOT,8.029280680234973e-10,1.0,expressed,1.093136886055739e-08,True
12145,ZNF26,7574.0,NOT,0.0036089309341836144,336.0,expressed,0.005439214961439709,True
12146,NDUFB6,4712.0,NOT,0.7029756615707294,598.0,not,0.7349269557827492,False
12147,ZNF653,115950.0,NOT,0.00016651508109337052,234.0,expressed,0.0003025715815596903,True
12148,ABL2,27.0,ND,0.9346046719840639,629.0,not,0.9425708277497055,False
12149,PNPLA4,8228.0,ND,0.00021108466415340483,240.0,expressed,0.00037854122010277886,True
12150,CDC5L,988.0,NOT,0.0014689163506685506,308.0,expressed,0.0023370353617424215,True
12151,MCM3AP,8888.0,NOT,0.0005468639290216491,265.0,expressed,0.0009245521994371685,True
12152,MAP3K19,80122.0,NOT,8.663083653807441e-08,83.0,expressed,2.8664005002781757e-07,True
12153,CBLB,868.0,NOT,3.3508172038662517e-06,156.0,expressed,7.9534717225597e-06,True
12154,FABP3,2170.0,ND,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
12155,G3BP1,10146.0,ND,2.2309759044101416e-07,101.0,expressed,6.66207584246935e-07,True
12156,TTYH3,80727.0,ND,1.2658797980080207e-08,48.0,expressed,5.6302969903678055e-08,True
12157,NAA25,80018.0,ND,2.8226548342339874e-09,22.0,expressed,1.784169859545998e-08,True
12158,RCN1,5954.0,NOT,2.9792973835036017e-05,205.0,expressed,6.036519153181412e-05,True
12159,ZRSR1,6728.0,NOT,0.01995877482253028,327.5,expressed,0.02731425454006263,True
12160,HEMK1,51409.0,ND,2.1002250112728297e-09,17.0,expressed,1.4529990816875506e-08,True
12161,ZNF772,400720.0,ND,0.0028107874052504455,328.0,expressed,0.0043041230985854766,True
12162,DROSHA,29102.0,ND,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
12163,CDH13,1012.0,NOT,0.2648702686053157,522.0,not,0.30360519475528025,False
12164,GCGR,2642.0,ND,8.809378082542574e-06,144.0,expressed,1.9420878812649687e-05,True
12165,TOP3A,7156.0,ND,7.370520716375707e-05,214.0,expressed,0.00014145733293566309,True
12166,AC007952.6,0.0,ND,5.86528749032599e-07,120.0,expressed,1.5963786976193822e-06,True
12167,C2,717.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12168,IFFO1,25900.0,NOT,2.6610826344429773e-09,21.0,expressed,1.709564987355985e-08,True
12169,CD74,972.0,NOT,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
12170,AKR1A1,10327.0,ND,0.6327660147059379,588.0,not,0.6695885392983202,False
12171,SLC10A1,6554.0,ND,0.0789773757843647,398.0,not,0.09905141329133876,False
12172,DMRTC1B,63947.0,NOT,3.645953287354106e-08,67.0,expressed,1.3403669512458434e-07,True
12173,FKBP3,2287.0,NOT,5.0566306626846815e-08,73.0,expressed,1.7866847181161359e-07,True
12174,EGFR,1956.0,NOT,1.6442621929354076e-06,141.0,expressed,4.101751535445367e-06,True
12175,CKB,1152.0,NOT,0.00010627871066318288,236.0,expressed,0.0001988696627714996,True
12176,PIK3R1,5295.0,NOT,1.4119532304343919e-05,176.0,expressed,3.0183754554825044e-05,True
12177,C1orf227,149643.0,ND,0.056119517239325636,383.5,not,0.07204166309796763,False
12178,ACAD9,28976.0,NOT,1.7569391573831783e-09,14.0,expressed,1.3037424374482134e-08,True
12179,ZMYM5,9205.0,NOT,0.13584822858890458,483.0,not,0.16397276054173607,False
12180,PTGIR,5739.0,NOT,5.063849902320951e-09,32.0,expressed,2.742257274689481e-08,True
12181,ARL4A,10124.0,NOT,0.7314617975562203,578.0,not,0.760580813399246,False
12182,CYP4A11,1579.0,ND,4.2286818268512205e-06,161.0,expressed,9.843690845285865e-06,True
12183,SLC35E2B,728661.0,NOT,0.00025842182211658195,259.0,expressed,0.000456886396178892,True
12184,TMEM260,54916.0,NOT,3.19761362271102e-07,108.0,expressed,9.185030816816241e-07,True
12185,C2orf40,84417.0,ND,8.53422673646545e-10,2.0,expressed,1.093136886055739e-08,True
12186,RAP1A,5906.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12187,IKBIP,121457.0,NOT,0.3575075705177627,520.0,not,0.39916903313691515,False
12188,GTF2E2,2961.0,ND,4.12332859060679e-07,113.0,expressed,1.1565182598769338e-06,True
12189,CRNKL1,51340.0,NOT,1.1776298488446208e-07,80.0,expressed,3.7750149635908004e-07,True
12190,WFDC2,10406.0,NOT,0.007604765791502593,361.0,expressed,0.011013776747837633,True
12191,GNG4,2786.0,ND,9.634403725281619e-10,4.0,expressed,1.093136886055739e-08,True
12192,SCYL3,57147.0,ND,0.32718100833729613,536.0,not,0.367876329017625,False
12193,ZNF382,84911.0,NOT,0.00043379745309965397,273.0,expressed,0.0007428480374996552,True
12194,ALPP,250.0,NOT,1.2298152190805743e-06,135.0,expressed,3.1371910675748555e-06,True
12195,GJA3,2700.0,NOT,2.3640056174058536e-09,19.0,expressed,1.5674176038621372e-08,True
12196,DKFZP779J2370,0.0,ND,7.37844890371565e-08,80.0,expressed,2.49340189381236e-07,True
12197,HIST4H4,8294.0,NOT,6.279194547294644e-08,77.0,expressed,2.1603880861285596e-07,True
12198,C10orf67,256815.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12199,RBM45,129831.0,ND,0.0009134810927946906,294.0,expressed,0.0014944962475640002,True
12200,AC018816.3,0.0,NOT,0.10589464868129149,470.0,not,0.13008106776429712,False
12201,SDC4,6385.0,NOT,1.2658797980080207e-08,48.0,expressed,5.6302969903678055e-08,True
12202,SLC28A3,64078.0,NOT,0.00024882921354774383,258.0,expressed,0.00044153652821770636,True
12203,KMT2C,58508.0,NOT,0.0001907271235485083,251.0,expressed,0.0003439978136667865,True
12204,NAP1L6,0.0,NOT,0.2849161389386441,505.0,not,0.32426232025695373,False
12205,IKZF2,22807.0,NOT,0.055342720444479465,439.0,not,0.07108673475190593,False
12206,PCP4,5121.0,NOT,0.0018508161079109884,315.0,expressed,0.002904510198415909,True
12207,FAM219B,57184.0,NOT,7.095682484498757e-07,114.0,expressed,1.9007274758833312e-06,True
12208,JAZF1,221895.0,ND,5.685542255423414e-09,34.0,expressed,3.0036006869247545e-08,True
12209,COQ7,10229.0,NOT,0.3319694831715281,537.0,not,0.3727266880143083,False
12210,APOM,55937.0,ND,8.364432470054176e-05,230.0,expressed,0.00015920622622321055,True
12211,THEM6,51337.0,ND,0.5988161665472567,583.0,not,0.6372150595727398,False
12212,MAPKAPK3,7867.0,NOT,1.1548334686261787e-09,7.0,expressed,1.093136886055739e-08,True
12213,ZNF200,7752.0,ND,0.0019122743216462618,316.0,expressed,0.0029968737101006234,True
12214,TLR9,54106.0,ND,0.027399815211928934,409.0,expressed,0.0367664912060022,True
12215,CCNL1,57018.0,NOT,0.019739295713762147,396.0,expressed,0.02702245292457731,True
12216,XYLB,9942.0,ND,2.822058917838996e-09,22.0,expressed,1.784169859545998e-08,True
12217,ATG2A,23130.0,ND,0.24084659445680967,516.0,not,0.27817242222647504,False
12218,PABPC5,140886.0,NOT,3.451321958833673e-08,66.0,expressed,1.278061882933584e-07,True
12219,IGFL2,147920.0,NOT,2.526575207856571e-06,150.0,expressed,6.097595238295929e-06,True
12220,B3GALNT2,148789.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12221,EZH1,2145.0,NOT,6.279194547294644e-08,77.0,expressed,2.1603880861285596e-07,True
12222,SLC38A7,55238.0,NOT,5.339357587716575e-08,74.0,expressed,1.873601509807106e-07,True
12223,GATA1,2623.0,ND,7.555220876380673e-10,0.0,expressed,1.093136886055739e-08,True
12224,MMGT1,93380.0,ND,0.0006213780450397946,283.0,expressed,0.0010415341650593616,True
12225,SEMA3F,6405.0,NOT,7.327454491069752e-06,173.0,expressed,1.64136120764043e-05,True
12226,NKD2,85409.0,ND,7.784669528923821e-08,81.0,expressed,2.6092387681831394e-07,True
12227,PHIP,55023.0,ND,0.5146929328233778,547.0,not,0.555464510184535,False
12228,HIST2H2AA3,8337.0,ND,9.63712911922847e-08,85.0,expressed,3.150646749341313e-07,True
12229,EPM2A,7957.0,ND,1.9094468838628967e-07,98.0,expressed,5.795097490992892e-07,True
12230,TJP2,9414.0,NOT,7.1594666223879605e-09,38.0,expressed,3.584921330485565e-08,True
12231,FSCN3,29999.0,NOT,0.008266007901109705,347.0,expressed,0.011934415920741341,True
12232,RIOK2,55781.0,NOT,0.0702973764824457,450.0,not,0.08879046419055711,False
12233,CUBN,8029.0,ND,2.9254475329620983e-08,63.0,expressed,1.1113967657615927e-07,True
12234,SMG6,23293.0,ND,3.569937627340362e-09,26.0,expressed,2.107678486408228e-08,True
12235,STX18,53407.0,NOT,0.001373980847475186,306.0,expressed,0.0021948880284939744,True
12236,TSEN34,79042.0,NOT,7.279245275409363e-09,31.0,expressed,3.640676379058968e-08,True
12237,CRABP2,1382.0,ND,1.4685612927356851e-09,11.0,expressed,1.1838262404110574e-08,True
12238,PCDHA10,56139.0,NOT,3.9225333774240505e-06,138.0,expressed,9.18803580949159e-06,True
12239,TPRA1,131601.0,NOT,0.0032882358544318886,333.0,expressed,0.004981083337891168,True
12240,IMPDH2,3615.0,NOT,0.00036121926598031977,268.0,expressed,0.0006266248944872825,True
12241,PRMT6,55170.0,NOT,2.473756574659273e-07,103.0,expressed,7.309980298877685e-07,True
12242,EGFLAM,133584.0,ND,0.2817749697566426,526.0,not,0.3208742651645354,False
12243,MYOM2,9172.0,ND,5.057533008155082e-08,73.0,expressed,1.7866847181161359e-07,True
12244,ABHD16A,7920.0,ND,3.827824777326313e-06,148.0,expressed,8.990574171082538e-06,True
12245,MAL,4118.0,ND,1.1548334686261787e-09,7.0,expressed,1.093136886055739e-08,True
12246,GPR107,57720.0,NOT,0.4060978354681307,507.0,not,0.44837914532225226,False
12247,FCF1,51077.0,NOT,0.00015729600133906394,246.0,expressed,0.0002864827014372514,True
12248,CCDC126,90693.0,ND,0.03828203349898489,386.0,expressed,0.05031744112416982,False
12249,TMBIM1,64114.0,ND,2.8863964852459415e-07,106.0,expressed,8.40143206109918e-07,True
12250,ANKRD42,338699.0,NOT,1.1303305284550294e-08,46.0,expressed,5.1466683919506153e-08,True
12251,ABHD16B,140701.0,ND,0.5398874509526412,574.0,not,0.5799375522451733,False
12252,KLHL31,401265.0,NOT,0.0015439474127280767,309.5,expressed,0.002451892954116338,True
12253,RNF11,26994.0,NOT,1.2658797980080207e-08,48.0,expressed,5.6302969903678055e-08,True
12254,LRRC55,219527.0,NOT,0.048920909954075616,433.5,expressed,0.06327084820368767,False
12255,MYBPC3,4607.0,ND,6.757767372614525e-06,160.0,expressed,1.5220404572381843e-05,True
12256,SPPL3,121665.0,NOT,3.091834047007052e-08,64.0,expressed,1.1664431789047133e-07,True
12257,PAIP2B,400961.0,ND,0.05658244438545605,440.0,not,0.0725389036555661,False
12258,FBXW11,23291.0,ND,5.6363761403217416e-08,75.0,expressed,1.9630725367753647e-07,True
12259,REXO2,25996.0,NOT,0.7173519866295903,600.0,not,0.7478746400807623,False
12260,SLC16A7,9194.0,ND,0.023592951063958378,403.0,expressed,0.031918570728317094,True
12261,RPL28,6158.0,ND,0.035765089456348424,420.0,expressed,0.04713831695723041,True
12262,KCNK15,60598.0,ND,0.12363399711559386,478.0,not,0.15019530943543488,False
12263,LCP2,3937.0,ND,2.1002250112728297e-09,17.0,expressed,1.4529990816875506e-08,True
12264,PCDH10,57575.0,NOT,6.561406338179963e-05,224.0,expressed,0.00012657370364593852,True
12265,GTPBP3,84705.0,ND,3.1749592482457436e-09,24.0,expressed,1.9449440075689794e-08,True
12266,MUC12,10071.0,ND,0.0009455437739258553,295.0,expressed,0.0015432982515654905,True
12267,PPIF,10105.0,NOT,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
12268,APLN,8862.0,NOT,1.3394511022385218e-08,49.0,expressed,5.886293002078469e-08,True
12269,PIGO,84720.0,ND,0.002374448322761048,307.0,expressed,0.0036738553314551816,True
12270,CEP68,23177.0,NOT,0.011277334916760704,375.0,expressed,0.015969830370279627,True
12271,DIRAS1,148252.0,NOT,4.229225670258274e-06,161.0,expressed,9.843690845285865e-06,True
12272,MAPK4,5596.0,NOT,1.6775305690463507e-08,53.0,expressed,6.998150345393796e-08,True
12273,TM9SF4,9777.0,ND,3.451321958833673e-08,66.0,expressed,1.278061882933584e-07,True
12274,SUV39H2,79723.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12275,PRDM11,56981.0,NOT,0.0020408487659921747,318.0,expressed,0.0031856566759297746,True
12276,KCNT1,57582.0,NOT,0.00015128169355355393,245.0,expressed,0.00027636450889506576,True
12277,PCGF3,10336.0,ND,9.168574321927343e-07,129.0,expressed,2.395449507127871e-06,True
12278,RNPC3,55599.0,NOT,2.3063276909535797e-05,199.0,expressed,4.752124387073365e-05,True
12279,AC117395.1,0.0,NOT,1.4945133405887308e-05,189.0,expressed,3.1783476497193553e-05,True
12280,UBQLNL,143630.0,ND,1.98410437411317e-08,56.0,expressed,8.00640108918594e-08,True
12281,SERPINA10,51156.0,NOT,0.0009749031668843974,281.0,expressed,0.0015904667303737808,True
12282,KHSRP,8570.0,ND,3.569937627340362e-09,26.0,expressed,2.107678486408228e-08,True
12283,KIF5A,3798.0,NOT,9.153252422967363e-07,119.0,expressed,2.395449507127871e-06,True
12284,AC022400.2,0.0,NOT,0.21345741041671795,352.0,not,0.24891837214451212,False
12285,FRG1,2483.0,ND,0.0011608525691443336,301.0,expressed,0.001871556521882255,True
12286,RBM34,23029.0,ND,3.366814035344517e-09,25.0,expressed,2.0300772237548528e-08,True
12287,RNASEK-C17orf49,124944.0,NOT,1.253271740608575e-05,185.0,expressed,2.696844708397251e-05,True
12288,ATP13A1,57130.0,NOT,0.0019444897036157086,301.0,expressed,0.0030448748758123067,True
12289,VWC2,375567.0,NOT,0.2546613840573301,519.5,not,0.292822751459107,False
12290,PRSS53,339105.0,ND,0.00011965517407476322,239.0,expressed,0.00022211939954239573,True
12291,ASXL3,80816.0,NOT,0.0031841956112062223,316.0,expressed,0.004836164409709583,True
12292,MTAP,4507.0,NOT,0.011277334916760704,375.0,expressed,0.015969830370279627,True
12293,CA3,761.0,NOT,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
12294,RWDD2A,112611.0,ND,4.946991082681141e-07,107.0,expressed,1.3717378965219376e-06,True
12295,VPS4B,9525.0,ND,0.0032882358544318886,333.0,expressed,0.004981083337891168,True
12296,FAM160B1,57700.0,NOT,1.6329285453687908e-07,95.0,expressed,5.028313836229208e-07,True
12297,COL9A1,1297.0,NOT,0.08259489155235533,438.0,not,0.10318116658407839,False
12298,COPS4,51138.0,ND,0.3224376107459681,535.0,not,0.3629445315460089,False
12299,MIS12,79003.0,ND,0.15171160541707324,489.0,not,0.18150966019668538,False
12300,E2F2,1870.0,NOT,8.53422673646545e-10,2.0,expressed,1.093136886055739e-08,True
12301,FMN2,56776.0,NOT,0.00010214275675092093,235.0,expressed,0.00019162859718420495,True
12302,CSRP2BP,57325.0,NOT,1.0622989525465147e-06,132.0,expressed,2.7430813759702605e-06,True
12303,HMGN3,9324.0,NOT,0.004952445765450434,330.0,expressed,0.0073392382772717035,True
12304,ASUN,55726.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12305,MSRB1,51734.0,ND,0.7758190390045979,608.0,not,0.8016193491718662,False
12306,FAM120AOS,158293.0,NOT,0.8431293969609626,617.0,not,0.8613791668638375,False
12307,STON1,11037.0,ND,0.0029937086144750068,330.0,expressed,0.004563338596581289,True
12308,ALKBH6,84964.0,ND,1.422594945451938e-06,138.0,expressed,3.591309028595971e-06,True
12309,PEG10,23089.0,NOT,0.00011057233752408534,237.0,expressed,0.00020643435974587423,True
12310,IL20RA,53832.0,ND,0.007565976238322066,344.0,expressed,0.010969554302728805,True
12311,KIAA1033,23325.0,NOT,4.6390835888625035e-06,163.0,expressed,1.0736892952518724e-05,True
12312,RARS2,57038.0,NOT,0.0038382636477843515,338.0,expressed,0.005764736960135165,True
12313,STAM,8027.0,ND,2.736556694605399e-05,203.0,expressed,5.5741088196330936e-05,True
12314,RNF167,26001.0,ND,0.00085235684944082,292.0,expressed,0.0014004626758693328,True
12315,AC002472.13,0.0,NOT,3.756781946506559e-06,127.0,expressed,8.833320828351817e-06,True
12316,USP3,9960.0,NOT,0.004353819138668195,310.0,expressed,0.006500624513439331,True
12317,UBE2V2,7336.0,ND,1.2265120486349766e-09,8.0,expressed,1.1075794898154324e-08,True
12318,PRPF39,55015.0,NOT,0.16597741534373123,494.0,not,0.19725232870548684,False
12319,ALCAM,214.0,ND,0.0015698643246456522,310.0,expressed,0.002488475519201105,True
12320,ZFP37,7539.0,NOT,0.39292763192967284,549.0,not,0.4352316269748187,False
12321,MRPL10,124995.0,ND,0.0005078536926375426,263.0,expressed,0.0008623130076974197,True
12322,CDC23,8697.0,NOT,0.0028109474268157076,328.0,expressed,0.0043041230985854766,True
12323,SLC35B3,51000.0,NOT,0.08486677631183381,459.0,not,0.10581774851702996,False
12324,VPRBP,9730.0,NOT,0.01201539412868495,360.0,expressed,0.016945541152178344,True
12325,NSA2,10412.0,ND,1.1299671677369374e-07,88.0,expressed,3.6269384657479735e-07,True
12326,BMI1,648.0,NOT,0.7029773092534963,598.0,not,0.7349269557827492,False
12327,TTC4,7268.0,ND,3.2667846089965416e-08,65.0,expressed,1.2228321586222157e-07,True
12328,KLRG2,346689.0,NOT,0.20775852744976409,507.0,not,0.24268230182532113,False
12329,EBI3,10148.0,NOT,0.37189558283448554,545.0,not,0.4137628771472749,False
12330,EEF1D,1936.0,NOT,0.2609912872300273,499.5,not,0.2995365723424609,False
12331,HDAC5,10014.0,ND,8.02029719177541e-06,175.0,expressed,1.7820017233173017e-05,True
12332,IFT140,9742.0,NOT,5.685542255423414e-09,34.0,expressed,3.0036006869247545e-08,True
12333,MRPL19,9801.0,NOT,1.3370868913961307e-09,3.0,expressed,1.150375790350476e-08,True
12334,KLB,152831.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12335,NDUFA3,4696.0,ND,0.010725643646375502,356.0,expressed,0.01522740365599819,True
12336,TTC16,158248.0,NOT,3.451321958833673e-08,66.0,expressed,1.278061882933584e-07,True
12337,SOX5,6660.0,ND,1.0115116071269476e-06,131.0,expressed,2.6189842645560584e-06,True
12338,CHAC1,79094.0,ND,1.725266667615396e-06,142.0,expressed,4.29019457075802e-06,True
12339,SCN5A,6331.0,ND,1.1706654977903518e-06,134.0,expressed,3.0008628104972235e-06,True
12340,PYURF,84992.0,ND,0.03127239518507529,396.0,expressed,0.04157219136761644,True
12341,FGFBP3,143282.0,NOT,0.9768964888380118,634.5,not,0.98013049394103,False
12342,TMEM116,89894.0,ND,0.08841776912755855,461.0,not,0.10994939257692009,False
12343,GNAI1,2770.0,NOT,7.717175285145015e-05,228.0,expressed,0.00014761842880177184,True
12344,AL590452.1,0.0,NOT,0.00275156713060272,311.5,expressed,0.004221056938208151,True
12345,SLC39A13,91252.0,ND,2.3525605711097864e-06,148.5,expressed,5.719178703338244e-06,True
12346,C15ORF37,0.0,NOT,8.034644982217638e-05,229.0,expressed,0.00015335155459928151,True
12347,RFK,55312.0,ND,0.00031107974654772454,250.0,expressed,0.0005444141093820905,True
12348,FAM162A,26355.0,ND,9.066026281609868e-10,3.0,expressed,1.093136886055739e-08,True
12349,TTLL5,23093.0,ND,0.0011220770031458965,300.0,expressed,0.0018134418775699655,True
12350,ST20,400410.0,ND,0.0002373604558953415,243.0,expressed,0.0004226782677653875,True
12351,CLUH,23277.0,ND,3.0381596073788533e-07,107.0,expressed,8.791324492038474e-07,True
12352,MBD4,8930.0,ND,2.5794692600651382e-05,189.5,expressed,5.283416109512125e-05,True
12353,GOLGA8O,728047.0,NOT,9.530799618618074e-09,43.0,expressed,4.476469913312322e-08,True
12354,ZDHHC9,51114.0,ND,0.1713894004687968,475.0,not,0.2032506276583006,False
12355,ACSL5,51703.0,NOT,1.4685612927356851e-09,11.0,expressed,1.1838262404110574e-08,True
12356,BTN3A1,11119.0,ND,2.1002250112728297e-09,17.0,expressed,1.4529990816875506e-08,True
12357,IFNL1,282618.0,NOT,0.16695018224194758,414.0,not,0.1983810976908546,False
12358,MACF1,23499.0,NOT,1.98410437411317e-08,56.0,expressed,8.00640108918594e-08,True
12359,ZNF558,148156.0,NOT,3.19761362271102e-07,108.0,expressed,9.185030816816241e-07,True
12360,PPM1M,132160.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12361,CRYZ,1429.0,NOT,8.212511505089428e-08,82.0,expressed,2.733547904632367e-07,True
12362,TLK1,9874.0,ND,1.5129546571962498e-06,129.0,expressed,3.8005368188258273e-06,True
12363,HIST1H1D,3007.0,NOT,2.7300561772413507e-06,141.0,expressed,6.563913773395175e-06,True
12364,HES2,54626.0,NOT,1.4992617020836475e-08,51.0,expressed,6.406071210362357e-08,True
12365,RAB32,10981.0,NOT,1.4394424557276488e-06,128.0,expressed,3.630126777035786e-06,True
12366,CORO1B,57175.0,NOT,0.3616451100155419,543.0,not,0.4034236907864191,False
12367,DCUN1D1,54165.0,ND,9.634403725281619e-10,4.0,expressed,1.093136886055739e-08,True
12368,SYAP1,94056.0,ND,0.8817738829527171,573.5,not,0.8966180368478538,False
12369,TBCEL,219899.0,NOT,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
12370,TMEM209,84928.0,NOT,3.108211060522182e-05,206.0,expressed,6.277837726004992e-05,True
12371,ANGPT2,285.0,NOT,0.44858127474384846,559.0,not,0.4907067832573444,False
12372,ADARB2,105.0,ND,0.16597741534373123,494.0,not,0.19725232870548684,False
12373,TPP1,1200.0,NOT,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
12374,HSPB7,27129.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
12375,MRPL20,55052.0,ND,0.8734482569560387,621.0,not,0.8889378616829373,False
12376,TEDDM1,127670.0,NOT,0.2686295294807023,419.5,not,0.30773044574132175,False
12377,AHNAK,79026.0,ND,6.279194547294644e-08,77.0,expressed,2.1603880861285596e-07,True
12378,PLEK,5341.0,NOT,9.598394956974107e-06,179.0,expressed,2.1020825669590223e-05,True
12379,TSACC,128229.0,NOT,3.366109975329961e-09,25.0,expressed,2.0300772237548528e-08,True
12380,RNF123,63891.0,ND,2.118385561420393e-07,100.0,expressed,6.35662855194325e-07,True
12381,VSIG2,23584.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12382,CHD9,80205.0,NOT,0.00019813522993221847,252.0,expressed,0.00035645291514836296,True
12383,LRRC41,10489.0,ND,0.001820891562935177,284.0,expressed,0.002861448353470862,True
12384,XIAP,331.0,ND,0.06313264839992917,445.0,not,0.0803045800094821,False
12385,TBC1D2,55357.0,ND,2.0893271788382714e-06,146.0,expressed,5.108722861207521e-06,True
12386,GYG1,2992.0,ND,0.6122971700099231,585.0,not,0.6503586824841012,False
12387,C15orf62,643338.0,NOT,0.01644711073792131,389.0,expressed,0.022780936337202583,True
12388,ADPRH,141.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12389,CANX,821.0,ND,0.2607556207263785,521.0,not,0.2992859841902989,False
12390,RNF157,114804.0,NOT,0.09396487281109463,464.0,not,0.11635317739313739,False
12391,EFNA5,1946.0,ND,0.039304280288466636,424.0,expressed,0.05154491955981008,False
12392,MS4A6E,245802.0,NOT,3.9219602299316316e-06,138.0,expressed,9.187939106600073e-06,True
12393,SLC4A8,9498.0,NOT,1.255880239833224e-07,90.0,expressed,3.97568831649605e-07,True
12394,LENG9,94059.0,ND,0.013818184103990487,365.0,expressed,0.019336503069780128,True
12395,DDX19B,11269.0,NOT,5.685542255423414e-09,34.0,expressed,3.0036006869247545e-08,True
12396,ABCA10,10349.0,ND,2.2309759044101416e-07,101.0,expressed,6.66207584246935e-07,True
12397,CCL23,6368.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12398,FAM169A,26049.0,NOT,7.906875722375847e-07,126.0,expressed,2.0930321499240386e-06,True
12399,RECQL5,9400.0,NOT,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
12400,HUNK,30811.0,NOT,0.22570901562377954,512.0,not,0.26179154323222714,False
12401,C11orf48,79081.0,ND,1.3688319850648005e-05,187.0,expressed,2.9283647726941196e-05,True
12402,ATXN10,25814.0,NOT,3.6341864999230565e-08,51.0,expressed,1.3403669512458434e-07,True
12403,PRPF40A,55660.0,ND,1.7569391573831783e-09,14.0,expressed,1.3037424374482134e-08,True
12404,HOXA10,3206.0,ND,1.0235189212610724e-09,5.0,expressed,1.093136886055739e-08,True
12405,AP5S1,55317.0,NOT,0.02243034441503315,401.0,expressed,0.030463113479046403,True
12406,CARD16,114769.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
12407,DKK2,27123.0,ND,1.4992617020836475e-08,51.0,expressed,6.406071210362357e-08,True
12408,PDCD7,10081.0,NOT,0.006205800908562291,354.0,expressed,0.009089038634625993,True
12409,CTRL,1506.0,ND,0.425802198406505,555.0,not,0.4678029113121581,False
12410,PAF1,54623.0,NOT,0.5271975580152891,572.0,not,0.5676829654499856,False
12411,PHF10,55274.0,ND,0.19749798457994228,504.0,not,0.2315424284776724,False
12412,COX6B2,125965.0,ND,1.7742215632018938e-08,54.0,expressed,7.318452126149168e-08,True
12413,OAS1,4938.0,NOT,0.8355838689274765,616.0,not,0.8545800329004888,False
12414,TMEM125,128218.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
